MonsterName,MonsterImage,MonsterAI,MonsterEffect,MonsterLevel,MonsterLight,MonsterAttackSpeed,MonsterMoveSpeed,MonsterViewRange,MonsterCoolEye,MonsterExperience,MonsterCanPush,MonsterAutoRev,MonsterUndead,MonsterCanTame,MonsterDropPath,StatMinAC,StatMaxAC,StatMinMAC,StatMaxMAC,StatMinDC,StatMaxDC,StatMinMC,StatMaxMC,StatMinSC,StatMaxSC,StatAccuracy,StatAgility,StatHP,StatMP,StatAttackSpeed,StatLuck,StatBagWeight,StatHandWeight,StatWearWeight,StatReflect,StatStrong,StatHoly,StatFreezing,StatPoisonAttack,StatMagicResist,StatPoisonResist,StatHealthRecovery,StatSpellRecovery,StatPoisonRecovery,StatCriticalRate,StatCriticalDamage,StatMaxACRatePercent,StatMaxMACRatePercent,StatMaxDCRatePercent,StatMaxMCRatePercent,StatMaxSCRatePercent,StatAttackSpeedRatePercent,StatHPRatePercent,StatMPRatePercent,StatHPDrainRatePercent,StatExpRatePercent,StatItemDropRatePercent,StatGoldDropRatePercent,StatMineRatePercent,StatGemRatePercent,StatFishRatePercent,StatCraftRatePercent,StatSkillGainMultiplier,StatAttackBonus,StatLoverExpRatePercent,StatMentorDamageRatePercent,StatMentorExpRatePercent,StatDamageReductionPercent,StatEnergyShieldPercent,StatEnergyShieldHPGain,StatManaPenaltyPercent,StatTeleportManaPenaltyPercent,StatHero,
赤月恶魔1,RedMoonEvil,13,0,60,0,2000,0,14,100,900,False,True,False,False,,10,10,10,10,20,60,0,0,0,0,25,25,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶巨人王,EvilApe,0,0,52,0,2000,1000,7,0,960,True,True,False,False,,4,7,5,12,15,35,0,0,0,0,17,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪恶血巨人,EvilApe,0,0,52,0,2000,1000,7,0,960,True,True,False,False,,4,7,5,12,15,35,0,0,0,0,17,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
太阴月魔,ValeBat,0,0,70,0,1600,800,7,100,7300,True,True,False,False,,20,20,30,30,38,68,38,68,0,0,28,16,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
太阴月魔2,ValeBat,0,0,70,0,1600,800,7,100,7300,True,True,False,False,,20,20,30,30,38,68,38,68,0,0,28,16,1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
蓝背蜘蛛,Weaver,0,0,70,0,1600,800,7,0,7600,True,True,False,False,,21,21,37,37,30,57,0,0,0,0,29,16,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
剧毒蓝背蛛,VenomWeaver,0,0,70,0,1600,800,7,0,7700,True,True,False,False,,20,20,30,30,48,71,0,0,0,0,29,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
太阴黑锷蛛,CrackingWeaver,0,0,70,0,1600,800,7,0,8000,True,True,False,False,,21,21,31,31,38,74,0,0,0,0,27,16,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
太阴花吻蛛,ArmingWeaver,0,0,70,0,1600,800,7,0,8000,True,True,False,False,,27,27,30,30,43,76,43,76,0,0,27,16,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
太阴水晶蛛,CrystalWeaver,0,0,70,0,1600,800,7,0,7900,True,True,False,False,,20,20,31,31,40,75,0,0,0,0,30,16,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GreaterWeaver,GreaterWeaver,0,0,50,0,1600,2000,7,0,7100,True,True,False,False,,0,0,42,42,48,72,0,0,0,0,20,16,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
巨镰蜘蛛,SpiderWarrior,0,0,70,0,1600,800,7,0,6800,True,True,False,False,,50,50,15,15,38,50,0,0,0,0,30,16,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
金杖蜘蛛,SpiderBarbarian,0,0,70,0,1600,800,7,0,7000,True,True,False,False,,15,15,50,50,38,120,0,0,0,0,30,16,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LightWarrior,SpiderWarrior,0,0,50,0,1600,800,7,0,9100,True,True,False,False,,27,27,34,34,30,86,0,0,0,0,20,16,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
鸟人像,FlyingStatue,0,0,80,10,1700,1200,14,100,35000,False,True,False,False,,70,70,70,70,40,200,0,0,0,0,43,18,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
石魔鬼尊,StoningStatue,0,0,80,10,1000,500,14,100,40000,False,True,False,False,,70,70,70,70,50,200,0,0,0,0,40,30,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
恶灵尸王,ToxicGhoul,28,0,33,0,2200,1500,7,0,940,True,True,False,False,,6,6,15,15,12,26,0,0,0,0,13,15,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
恶灵尸王0,ToxicGhoul,28,0,33,0,2200,1500,7,0,940,True,True,False,False,,6,6,15,15,12,26,0,0,0,0,13,15,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
恶灵僵尸,RoninGhoul,0,0,35,0,1800,1000,7,0,1020,True,True,False,False,,6,6,15,15,14,30,0,0,0,0,13,15,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
恶灵僵尸0,RoninGhoul,0,0,35,0,1800,1000,7,0,1020,True,True,False,False,,6,6,15,15,14,30,0,0,0,0,13,15,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骷髅弓箭手,BoneArcher,8,0,38,0,2000,1200,7,0,1020,True,True,False,False,,7,7,15,15,9,24,0,0,0,0,5,8,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骷髅弓箭手0,BoneArcher,8,0,38,0,2000,1200,7,0,1020,True,True,False,False,,7,7,15,15,9,24,0,0,0,0,5,8,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骷髅刀斧手,BoneBlademan,0,0,45,0,2500,1500,7,0,1280,True,True,False,False,,7,7,15,15,19,30,0,0,0,0,13,15,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骷髅刀斧手0,BoneBlademan,0,0,45,0,2500,1500,7,0,1280,True,True,False,False,,7,7,15,15,19,30,0,0,0,0,13,15,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骷髅长枪兵,BoneSpearman,29,0,42,0,2000,1200,7,0,1150,True,True,False,False,,7,7,15,15,17,30,0,0,0,0,13,15,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骷髅长枪兵0,BoneSpearman,29,0,42,0,2000,1200,7,0,1150,True,True,False,False,,7,7,15,15,17,30,0,0,0,0,13,15,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骷髅锤兵,BoneCaptain,0,0,49,0,1800,800,7,0,1350,True,True,False,False,,9,9,15,15,19,35,0,0,0,0,15,15,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骷髅锤兵0,BoneCaptain,0,0,49,0,1800,800,7,0,1350,True,True,False,False,,9,9,15,15,19,35,0,0,0,0,15,15,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
骸骨盘王,BoneLord,30,0,60,10,1200,300,14,100,10000,False,True,False,False,,30,30,30,30,45,85,0,0,0,0,35,22,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古恶灵尸王,ToxicGhoul,0,0,33,0,2200,1500,7,0,5000,True,True,False,False,,7,7,16,16,20,70,0,0,0,0,13,15,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古恶灵僵尸,RoninGhoul,0,0,35,0,1800,1000,7,0,5000,True,True,False,False,,7,7,16,16,40,64,0,0,0,0,13,15,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古骷髅弓箭手,BoneArcher,0,0,38,0,2000,1200,7,0,5100,True,True,False,False,,8,8,16,16,55,75,0,0,0,0,15,10,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古骷髅刀斧手,BoneBlademan,0,0,45,0,2000,1000,7,0,5300,True,True,False,False,,8,8,16,16,48,72,0,0,0,0,13,15,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古骷髅长枪兵,BoneSpearman,0,0,42,0,2000,1200,7,0,5200,True,True,False,False,,8,8,16,16,45,68,0,0,0,0,13,15,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古骷髅锤兵,BoneCaptain,0,0,49,0,1800,800,7,0,5400,True,True,False,False,,10,10,16,16,52,78,0,0,0,0,15,15,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
远古骸骨盘王,BoneLord,0,0,60,10,1200,300,14,100,15000,False,True,False,False,,31,31,31,31,40,100,0,0,0,0,35,22,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
牛头魔,Minotaur,0,0,42,0,2000,1100,7,0,1380,True,True,False,True,,8,8,15,15,20,33,0,0,0,0,14,14,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
牛头魔0,Minotaur,0,0,42,0,2000,1100,7,0,1380,True,True,False,True,,8,8,15,15,20,33,0,0,0,0,14,14,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰牛魔,IceMinotaur,0,0,48,0,1900,1300,7,0,1450,True,True,False,True,,11,11,15,15,20,32,0,0,0,0,15,15,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
冰牛魔0,IceMinotaur,0,0,48,0,1900,1300,7,0,1450,True,True,False,True,,11,11,15,15,20,32,0,0,0,0,15,15,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
电光牛魔,ElectricMinotaur,0,0,48,0,1700,1100,7,0,1450,True,True,False,True,,8,8,18,18,20,32,0,0,0,0,15,15,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
电光牛魔0,ElectricMinotaur,0,0,48,0,1700,1100,7,0,1450,True,True,False,True,,8,8,18,18,20,32,0,0,0,0,15,15,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
风之牛魔,WindMinotaur,0,0,48,0,1500,600,7,0,1480,True,True,False,True,,8,8,15,15,20,32,0,0,0,0,15,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
风之牛魔0,WindMinotaur,0,0,48,0,1500,600,7,0,1480,True,True,False,True,,8,8,15,15,20,32,0,0,0,0,15,17,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
火焰牛魔,FireMinotaur,0,0,48,0,1900,1100,7,0,1520,True,True,False,True,,8,8,15,15,22,34,0,0,0,0,15,15,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
火焰牛魔0,FireMinotaur,0,0,48,0,1900,1100,7,0,1520,True,True,False,True,,8,8,15,15,22,34,0,0,0,0,15,15,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
右护法,RightGuard,31,0,49,0,1800,1000,7,0,1700,True,True,False,True,,11,11,17,17,14,36,14,36,0,0,18,16,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
右护法0,RightGuard,31,0,49,0,1800,1000,7,0,1700,True,True,False,True,,11,11,17,17,16,39,16,39,0,0,18,16,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
左护法,LeftGuard,32,0,49,0,1800,1000,7,0,1700,True,True,False,True,,10,10,15,15,16,39,16,39,0,0,18,16,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
左护法0,LeftGuard,32,0,49,0,1800,1000,7,0,1700,True,True,False,True,,10,10,15,15,16,39,16,39,0,0,18,16,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
邪牛天王,MinotaurKing,33,0,60,10,1000,300,10,100,15000,False,True,False,False,,35,35,50,50,40,100,40,100,0,0,37,22,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔龙刀斧手,AxeOma,0,0,54,0,1700,900,7,0,4500,True,True,False,False,,18,18,20,20,42,64,0,0,0,0,15,16,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔龙刀斧手0,AxeOma,0,0,54,0,1700,900,7,0,4500,True,True,False,False,,18,18,20,20,42,64,0,0,0,0,15,16,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔龙刀兵,SwordOma,0,0,54,0,1600,900,7,0,4400,True,True,False,False,,18,18,20,20,38,60,0,0,0,0,18,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔龙刀兵0,SwordOma,0,0,54,0,1600,900,7,0,4400,True,True,False,False,,18,18,20,20,38,60,0,0,0,0,18,16,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔龙射手,CrossbowOma,8,0,58,0,1800,1000,7,100,4000,True,True,False,False,,15,15,18,18,27,44,0,0,0,0,15,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔龙射手0,CrossbowOma,8,0,58,0,1800,1000,7,100,4000,True,True,False,False,,15,15,18,18,27,44,0,0,0,0,15,15,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔龙巨蛾,WingedOma,8,0,58,0,1800,500,7,100,4700,True,True,False,False,,18,18,20,20,33,49,0,0,0,0,15,15,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔龙巨蛾0,WingedOma,8,0,58,0,1800,500,7,100,4700,True,True,False,False,,18,18,20,20,33,49,0,0,0,0,15,15,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔龙战将,FlailOma,0,0,57,0,1400,800,7,0,5100,True,True,False,False,,22,22,20,20,50,75,0,0,0,0,17,18,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔龙战将0,FlailOma,0,0,57,0,1400,800,7,0,5100,True,True,False,False,,22,22,20,20,50,75,0,0,0,0,17,18,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔龙力士,OmaGuard,0,0,57,0,1400,800,7,0,4900,True,True,False,False,,20,20,22,22,54,79,0,0,0,0,18,17,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
魔龙力士0,OmaGuard,0,0,57,0,1400,800,7,0,4900,True,True,False,False,,20,20,22,22,54,79,0,0,0,0,18,17,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
阴之石碑,YinDevilNode,42,0,60,0,1800,5000,7,0,2000,False,True,False,False,,18,18,20,20,30,47,0,0,0,0,15,1,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
阳之石碑,YangDevilNode,42,0,60,0,1800,5000,7,0,2200,False,True,False,False,,20,20,18,18,33,49,0,0,0,0,15,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
凰天魔神,OmaKing,43,0,60,10,1100,200,10,100,32000,False,True,False,False,,30,40,40,45,60,120,70,100,0,0,45,20,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
凰天魔魂,OmaKing,0,0,60,10,1000,300,10,100,32000,False,True,False,False,,40,40,45,45,60,120,0,0,0,0,25,25,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Evil Mir,EvilMir,52,0,99,10,3000,800,14,0,10,False,True,False,False,,80,80,80,80,70,150,70,150,0,0,25,30,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00,EvilMirBody,53,0,99,0,3000,800,14,0,10,False,True,False,False,,100,100,100,100,100,200,50,0,0,0,30,30,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MirStatue,DragonStatue,54,0,99,5,4000,800,7,0,1000,False,True,False,False,,20,20,15,15,10,50,10,50,0,0,30,30,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ManectricHammer,ManectricHammer,0,0,50,0,1500,1800,10,0,8100,True,True,False,False,,12,12,14,14,20,55,0,0,0,0,16,14,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ManectricClub,ManectricClub,0,0,50,0,1500,1800,10,0,8100,True,True,False,False,,12,12,14,14,20,50,0,0,0,0,16,14,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ManectricClaw,ManectricClaw,0,0,50,0,1500,1000,10,0,8500,True,True,False,False,,10,10,15,15,18,55,0,0,0,0,16,14,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ManectricStaff,ManectricStaff,0,0,50,0,1500,1000,10,0,8500,True,True,False,False,,12,12,16,16,19,56,0,0,0,0,16,14,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ManectricSlave,ManectricSlave,0,0,50,0,1800,1500,10,0,7800,True,True,False,False,,10,10,15,15,20,55,0,0,0,0,16,14,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Demon1,DarkGhost,0,0,50,0,1800,1500,10,0,7800,True,True,False,False,,12,12,16,16,18,56,0,0,0,0,16,14,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Demon2,ChaosGhost,0,0,50,0,1800,1500,10,0,7800,True,True,False,False,,10,10,16,16,18,55,0,0,0,0,16,14,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ManectricBlest,ManectricBlest,0,0,50,0,1800,1500,10,0,9300,True,True,False,False,,12,12,16,16,25,65,0,0,0,0,18,17,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ManectricKing,ManectricKing,0,0,60,0,1500,2000,14,0,20000,True,True,False,False,,50,50,70,70,60,162,0,0,0,0,18,17,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FrozenDoor,Blank2,0,0,50,0,1000,2000,10,0,20000,True,True,False,False,,20,20,30,30,20,50,0,0,0,0,18,17,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IcePilar,IcePillar,0,0,50,0,1000,5000,10,0,20000,True,True,False,False,,20,20,30,30,20,55,0,0,0,0,18,17,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
